41	42	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
42	43	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
43	44	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
44	45	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
45	46	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
46	47	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
47	48	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
48	49	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
49	50	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
50	51	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
51	52	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
52	53	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
53	54	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
54	55	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
55	56	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
56	57	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
57	58	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
58	59	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
59	60	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
60	61	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
61	62	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
62	63	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
63	64	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
64	65	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
65	66	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
66	67	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
67	68	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
68	69	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
69	70	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
70	71	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
71	72	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
72	73	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
73	74	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
74	75	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
75	76	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
76	77	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
77	78	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
78	79	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
79	80	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
80	81	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
81	82	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
82	83	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
83	84	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
84	85	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
85	86	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
86	87	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
87	88	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
88	89	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
89	90	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
90	91	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
91	92	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
92	93	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
93	94	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
94	95	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
95	96	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
96	97	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
97	98	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
98	99	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
99	100	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
100	101	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
101	102	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
102	103	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
103	104	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
104	105	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
105	106	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
106	107	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
107	108	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
108	109	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
109	110	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
110	111	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
111	112	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
112	113	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
113	114	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
114	115	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
115	116	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
116	117	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
117	118	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
118	119	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
119	120	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
120	121	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
121	122	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
122	123	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
123	124	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
124	125	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
125	126	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
126	127	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
127	128	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
128	129	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
129	130	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
130	-1	2.4	12	100	1	2	0.021	0	0	0	0	0	0	0	0	0	0	0	0
