0,-145.577,32.821,145.924,3
1,-139.467,32.821,156.481,3
2,-139.462,32.821,146.48,3
3,-136.637,32.819,159.836,3
4,-135.019,32.821,153.145,3
5,-134.969,32.263,162.617,3
6,-124.969,32.263,158.728,3
7,-124.621,31.71,228.756,3
8,29.016,35.593,224.4,3
9,45.943,38.36,237.696,3
10,-117.744,32.263,154.838,3
11,-119.97,31.708,159.283,3
12,-119.066,31.71,227.089,3
13,-67.662,34.485,235.514,3
14,38.294,33.335,197.501,3
15,32.341,36.149,218.85,3
16,49.745,35.594,213.466,3
17,47.348,35.594,225.512,3
18,24.02,35.038,227.731,3
19,-101.641,32.263,150.396,3
20,-108.164,32.403,152.196,3
21,-115.522,31.708,157.615,3
22,-121.643,31.154,191.506,3
23,-123.525,32.82,222.098,3
24,-112.4,32.265,217.09,3
25,33.906,35.175,264.123,3
26,-17.186,35.592,296.277,3
27,-55.44,33.374,229.403,3
28,18.193,35.654,201.367,3
29,24.86,35.098,199.138,3
30,27.341,36.149,214.405,3
31,34.014,35.594,221.623,3
32,15.68,35.594,241.622,3
33,17.906,36.705,224.952,3
34,23.458,36.705,233.288,3
35,5.256,37.886,292.586,3
36,-101.641,32.263,157.616,3
37,-106.08,31.708,159.837,3
38,-117.195,31.154,187.614,3
39,-116.844,32.265,200.429,3
40,-107.957,32.82,213.202,3
41,5.624,38.638,269.318,3
42,-11.436,36.167,287.077,3
43,-25.442,35.595,206.628,3
44,-20.997,35.595,211.071,3
45,-45.989,34.485,246.616,3
46,-47.11,33.374,229.403,3
47,-47.11,36.152,233.292,3
48,25.311,36.726,184.444,3
49,19.302,35.654,203.585,3
50,9.574,35.039,238.844,3
51,21.232,36.149,216.626,3
52,24.57,35.594,222.179,3
53,12.348,35.039,237.735,3
54,13.458,36.705,228.288,3
55,21.921,38.997,281.476,3
56,-9.492,41.184,299.438,3
57,-104.416,31.708,160.946,3
58,-109.975,31.154,185.948,3
59,-107.402,32.265,202.651,3
60,-0.995,36.15,263.853,3
61,-8.774,35.594,269.4,3
62,-8.776,35.038,255.518,3
63,-18.775,35.038,258.851,3
64,-11.002,34.483,252.179,3
65,-25.442,35.595,208.848,3
66,-37.66,34.485,244.395,3
67,-43.776,33.374,232.181,3
68,12.531,36.17,187.222,3
69,22.349,33.927,199.952,3
70,16.235,35.041,212.173,3
71,5.126,35.039,234.396,3
72,17.9,35.594,222.179,3
73,11.237,35.595,227.178,3
74,14.496,35.63,267.109,3
75,17.339,36.706,267.729,3
76,-7.592,36.751,281.705,3
77,-13.116,33.379,191.058,3
78,-60.494,32.817,234.486,3
79,-63.291,35.045,228.881,3
80,-103.307,30.599,162.055,3
81,-106.087,31.154,180.394,3
82,-104.624,32.265,199.317,3
83,-87.193,33.935,169.278,3
84,-80.525,33.935,164.275,3
85,5.12,34.448,253.922,3
86,7.347,34.448,247.258,3
87,-5.44,36.706,247.184,3
88,-13.217,35.594,251.071,3
89,-19.33,34.483,253.296,3
90,-17.11,34.483,248.292,3
91,-27.662,35.595,211.068,3
92,-35.994,35.596,210.511,3
93,-27.66,34.485,235.506,3
94,-36.551,34.485,229.402,3
95,7.349,35.594,201.617,3
96,12.346,35.038,203.842,3
97,12.899,35.041,213.841,3
98,2.349,35.039,224.956,3
99,9.015,35.039,222.734,3
100,11.233,36.152,257.18,3
101,15.674,35.041,248.846,3
102,9.008,35.595,260.509,3
103,-0.992,36.151,265.505,3
104,-136.175,30.605,135.994,3
105,-139.976,30.042,125.391,3
106,-20.893,32.823,191.611,3
107,-16.45,31.712,189.947,3
108,-68.275,32.817,229.49,3
109,-58.273,32.817,228.934,3
110,-53.793,33.39,236.08,3
111,-69.955,35.6,219.996,3
112,-99.974,30.599,168.165,3
113,-101.085,30.043,175.392,3
114,-95.735,31.154,197.095,3
115,-89.974,33.379,173.162,3
116,-82.193,33.935,167.611,3
117,34.356,35.832,274.68,3
118,32.678,35.838,272.739,3
119,21.016,35.838,282.18,3
120,-0.441,35.039,233.29,3
121,1.787,34.448,246.146,3
122,-14.328,35.039,244.406,3
123,-24.332,34.483,243.848,3
124,-21.552,34.483,256.066,3
125,-32.661,35.04,218.289,3
126,-26.549,34.485,231.063,3
127,-30.437,34.485,224.399,3
128,-3.213,35.038,199.398,3
129,5.681,35.038,205.508,3
130,6.236,35.596,212.175,3
131,4.571,33.373,220.512,3
132,6.789,36.707,242.738,3
133,2.34,36.151,256.619,3
134,-136.143,30.038,83.195,3
135,-129.414,30.042,132.613,3
136,-132.752,30.042,128.169,3
137,-134.414,30.042,145.945,3
138,-23.115,32.267,186.055,3
139,-18.118,31.712,185.499,3
140,-61.607,32.817,223.933,3
141,-54.939,32.817,220.603,3
142,-71.622,34.489,209.995,3
143,-39.228,33.946,218.631,3
144,-96.082,30.599,172.613,3
145,-87.406,31.154,199.316,3
146,-91.083,33.379,170.944,3
147,-79.975,33.935,168.72,3
148,-77.37,31.155,208.61,3
149,120.558,36.707,249.282,3
150,47.439,35.927,267.166,3
151,41.024,35.832,269.123,3
152,27.68,35.838,271.628,3
153,-4.327,35.039,228.293,3
154,-7.665,35.039,235.512,3
155,-18.219,35.039,236.624,3
156,-23.774,34.483,237.176,3
157,-29.886,35.04,218.844,3
158,-26.549,34.485,222.733,3
159,-3.213,37.262,201.066,3
160,3.46,34.483,209.394,3
161,1.236,35.596,212.175,3
