0	2	-6.115	0	-0.556	1	3
1	4	-4.448	0	3.336	1.06	3
2	4	-4.443	0	-6.665	1.06	3
3	5	-1.668	0.556	-2.781	1	3
4	6	-10.05	0.558	-5.583	1.11	3
5	6	-10	0	3.889	1.06	3
6	11	-4.999	0.555	-0.555	1.11	3
7	12	-5.555	0	1.667	1	3
8	18	4.996	0.555	-3.331	1.11	3
9	18	21.923	3.322	9.965	1.11	3
10	21	-2.222	0.555	-2.777	1.28	3
11	21	-4.448	0	1.668	1.28	3
12	24	-6.666	-0.555	9.999	1.17	3
13	27	-12.222	1.111	6.111	1.67	3
14	28	20.101	-2.319	-3.866	1.22	3
15	30	5	0	4.445	1.44	3
16	31	15.731	0	-8.157	1.33	3
17	31	13.334	0	3.889	1.11	3
18	33	6.114	-1.667	2.779	1.33	3
19	36	0	0	-7.22	1	3
20	37	-2.084	0.695	-7.641	1.11	3
21	37	-9.442	0	-2.222	1.28	3
22	38	-4.448	0	3.892	1.22	3
23	40	-15.568	0	8.896	1.33	3
24	40	-4.443	-0.555	3.888	1.33	3
25	41	28.282	-3.463	-5.195	1.33	3
26	42	-5.75	-0.575	9.2	1.33	3
27	46	-8.33	0	0	2.11	3
28	49	-1.109	0	-2.218	1.33	3
29	49	5.558	-0.556	-4.447	1.33	3
30	51	6.109	0	-2.221	1.72	3
31	52	9.444	0	-0.556	1.33	3
32	53	3.332	0.555	3.887	1	3
33	54	4.448	0	-3.336	1.56	3
34	54	10	0	5	1.33	3
35	55	-16.665	-1.111	11.11	1.44	3
36	57	2.775	0.555	-3.33	1.33	3
37	57	-1.664	0	-1.109	1.28	3
38	58	-7.22	0	1.666	1.28	3
39	59	-9.442	0	-2.222	1.5	3
40	59	-0.555	0.555	10.551	1.5	3
41	62	14.4	3.6	13.8	1.33	3
42	63	7.339	1.129	28.226	1.33	3
43	65	0	0	-2.22	1.22	3
44	65	4.445	0	2.223	1.22	3
45	66	-8.329	0	2.221	1.11	3
46	67	-3.334	0	-2.778	3.11	3
47	67	-3.334	2.778	1.111	2.67	3
48	68	12.78	0.556	-2.778	1.5	3
49	70	3.067	0.613	-8.588	1.44	3
50	71	4.448	0	4.448	1.44	3
51	72	3.332	0.555	-5.553	1.89	3
52	72	6.67	0	0	1.61	3
53	73	1.111	-0.556	10.557	1.28	3
54	73	2.221	1.11	1.11	1.5	3
55	75	4.582	2.291	13.747	1.44	3
56	76	-1.9	4.433	17.733	1.44	3
57	80	-1.109	1.109	-1.109	1.44	3
58	81	-3.888	0	5.554	1.22	3
59	82	-2.778	0	3.334	1.67	3
60	87	4.445	-0.556	16.669	1.5	3
61	88	4.443	0	18.329	1.44	3
62	89	10.554	0.555	2.222	1.61	3
63	89	0.555	0.555	5.555	1.61	3
64	90	6.108	0	3.887	1.11	3
65	91	2.22	0	-2.22	1.22	3
66	93	-10	0	8.889	1.22	3
67	94	-7.225	-1.111	2.779	2.83	3
68	95	5.182	0.576	-14.395	1.78	3
69	96	10.003	-1.111	-3.89	1.22	3
70	97	3.336	0	-1.668	1.61	3
71	98	2.777	0	9.44	1.67	3
72	99	8.885	0.555	-0.555	1.89	3
73	99	2.222	0.556	4.444	1.67	3
74	101	-1.178	0.589	18.263	1.22	3
75	102	8.331	1.111	7.22	1.56	3
76	103	-6.6	0.6	16.2	1.44	3
77	107	3.334	1.667	1.111	1.33	3
78	109	-2.221	0	5.552	1.33	3
79	111	6.664	-0.555	8.885	1.61	3
80	112	-3.333	0	-6.11	1.5	3
81	113	-5.002	1.111	5.002	1.11	3
82	114	-8.889	1.111	2.222	1.72	3
83	116	-5	0	1.667	1.44	3
84	116	1.668	0	-3.336	1.44	3
85	121	3.333	0	7.776	1.44	3
86	121	5.56	0	1.112	1.44	3
87	122	8.888	1.667	2.778	1.44	3
88	122	1.111	0.555	6.665	1.56	3
89	123	5.002	0	9.448	1.89	3
90	123	7.222	0	4.444	1.56	3
91	125	4.999	0.555	-7.221	1.39	3
92	125	-3.333	0.556	-7.778	1.28	3
93	126	-1.111	0	4.443	1.5	3
94	127	-6.114	0	5.003	1.67	3
95	129	1.668	0.556	-3.891	2	3
96	129	6.665	0	-1.666	1.72	3
97	130	6.663	-0.555	1.666	1.94	3
98	131	-2.222	1.666	4.444	2.5	3
99	131	4.444	1.666	2.222	2.5	3
100	132	4.444	-0.555	14.442	1.61	3
101	132	8.885	-1.666	6.108	1.61	3
102	133	6.668	-0.556	3.89	1.89	3
103	133	-3.332	0	8.886	1.78	3
104	135	-6.761	0.563	3.381	1.11	3
105	136	-7.224	0	-2.778	1.11	3
106	138	2.222	0.556	5.556	1.44	3
107	139	1.668	0	4.448	1.22	3
108	140	-6.668	0	5.557	1.5	3
109	140	3.334	0	5.001	1.5	3
110	141	1.146	0.573	15.477	1.33	3
111	142	1.667	1.111	10.001	1.72	3
112	144	-3.892	0	-4.448	1.72	3
113	144	-5.003	-0.556	2.779	1.5	3
114	145	-8.329	0	-2.221	1.61	3
115	146	1.109	0	2.218	1.44	3
116	147	-2.218	0	-1.109	1.44	3
117	151	-6.668	0	5.557	1.28	3
118	152	4.998	0	1.111	1	3
119	152	-6.664	0	10.552	0.94	3
120	153	3.886	0	4.997	1.72	3
121	154	9.452	-0.591	10.634	1.44	3
122	155	3.891	0	7.782	2.33	3
123	155	-6.113	-0.556	7.224	2.5	3
124	156	2.222	0	18.89	1.11	3
125	157	-2.775	0	-0.555	1.56	3
126	158	0	0	8.33	2.06	3
127	158	-3.888	0	1.666	2	3
128	159	0	-2.224	-1.668	1.78	3
129	160	2.221	0.555	-3.886	2.22	3
130	161	5	0	0	2.94	3
131	161	3.335	-2.223	8.337	3.44	3
132	162	3.89	0	6.668	2	3
133	163	3.332	0	11.663	1.89	3
134	164	-6.667	0	0.556	1	3
135	165	-1.11	0	2.776	1.17	3
136	165	-4.448	0	-1.668	1.17	3
137	167	-2.779	0	2.779	1.44	3
138	168	-1.111	0.555	5.553	1.5	3
139	168	3.886	0	4.997	1.39	3
140	169	-1.111	0	9.998	1.89	3
141	169	5.557	0	6.668	1.72	3
142	170	-3.336	-0.556	3.336	1.67	3
143	171	5	0	4.445	1.67	3
144	172	-3.337	0	-2.224	2	3
145	173	-11.316	0	2.263	1.44	3
146	174	-8.886	0	-3.332	1.5	3
147	174	2.222	0.556	-5.556	1.5	3
148	176	1.494	0	8.215	1.11	3
149	182	2.78	0	-2.224	0.89	3
150	186	9.447	0.556	12.225	1.06	3
151	187	3.333	0	9.999	1.56	3
152	188	-1.124	0.562	24.728	1.11	3
153	191	6.114	0	5.003	2	3
154	192	8.887	0	3.888	1.83	3
155	192	-1.667	0	5	2.67	3
156	193	-2.223	0	10.559	1.33	3
157	194	-5.001	0	-3.334	1.83	3
158	194	-1.664	-0.555	0.555	2.22	3
159	195	-2.221	0	-6.109	2.22	3
160	196	3.337	0	-2.224	3	3
161	196	1.113	1.113	0.557	3.78	3
162	197	5.558	0	5.558	2.28	3
163	197	1.667	-0.556	14.444	2.11	3
164	203	-5.555	0	-1.667	1.11	3
165	205	-3.885	0	-1.11	1.22	3
166	206	-4.999	0	-2.222	1.67	3
167	206	-3.331	0.555	4.442	1.67	3
168	210	5.028	0	12.291	1.56	3
169	211	2.234	-1.117	10.054	2.11	3
170	211	-5.556	1.111	2.778	1.89	3
171	212	6.244	0.568	15.327	1.33	3
172	213	-4.44	0	0	2.11	3
173	214	-3.89	0	2.778	1.56	3
174	215	-2.222	0.556	-5.556	1.72	3
175	216	-7.22	0	0	1.28	3
176	216	1.111	0	8.336	1.28	3
177	217	-3.334	0	5.001	1.39	3
178	222	0	1.667	5.555	1.22	3
179	222	4.442	0.555	3.331	1.22	3
180	225	-5	0	2.778	1.17	3
181	225	5.554	0	3.888	1.17	3
182	226	8.332	0.555	0	1	3
183	226	1.111	2.222	13.331	1	3
184	227	-1.111	0	6.11	1.56	3
185	233	-6.663	0	3.332	1.56	3
186	234	-10.253	1.206	10.253	1.11	3
187	235	3.334	1.667	11.669	2.22	3
188	235	-5.553	1.111	-0.555	1.94	3
189	236	-14.44	-0.555	-2.221	1.33	3
190	236	3.89	0.556	-8.89	1.33	3
191	238	6.111	1.111	1.111	2.5	3
192	238	0	1.111	9.445	2.61	3
193	239	2.221	0	5.552	1.67	3
194	239	-1.113	0.557	1.113	2.06	3
195	240	2.221	1.111	-4.443	2.5	3
196	240	3.336	-1.668	0	3.28	3
197	241	5.001	0.556	12.225	2.56	3
198	245	1.109	0	-1.664	1	3
199	246	0.556	0	-3.334	1	3
200	246	-4.443	0	-1.111	1	3
201	248	1.111	0	-4.998	1.11	3
202	251	1.667	-0.556	-5	1.11	3
203	251	-3.337	0	-2.224	1.17	3
204	252	-7.779	0	2.778	1.22	3
205	254	-2.223	0	-4.445	1.5	3
206	254	-6.108	-0.555	3.332	1.83	3
207	256	-1.11	0	3.885	1.33	3
208	259	-6.67	0	0	0.89	3
209	259	-1.11	-0.555	4.44	0.89	3
210	260	2.777	0	4.444	1.72	3
211	263	-9.477	0	6.69	2.11	3
212	263	2.781	-0.556	1.668	1.72	3
213	265	-9.442	-0.555	-4.443	2.17	3
214	266	1.111	0	6.11	1.67	3
215	267	-2.779	1.112	-5.003	1.89	3
216	267	-2.779	-0.556	7.224	1.67	3
217	268	-8.887	0	3.888	1.56	3
218	269	6.109	0	12.218	1.06	3
219	269	5	-0.556	1.667	1.06	3
220	270	6.11	0	3.333	1.22	3
221	270	9.445	0	12.778	1.22	3
222	272	7.29	0	12.337	1.44	3
223	273	5.554	0	12.775	1.39	3
224	274	5.555	0	-1.667	1.33	3
225	275	0	0	10.56	1.33	3
226	276	1.666	1.11	2.221	1	3
227	277	2.776	1.11	6.107	1.78	3
228	277	-2.778	0	1.667	1.61	3
229	278	-3.335	0	9.449	1	3
230	280	7.778	2.222	5	1	3
231	282	-5.557	0	6.668	1.39	3
232	282	5.555	1.111	8.888	1.39	3
233	284	-6.109	0	2.221	2.06	3
234	284	-1.112	0	7.781	1.61	3
235	285	-5.555	0	11.665	2.28	3
236	288	-11.837	0.564	-10.146	1.56	3
237	288	-3.889	-0.556	9.445	1.33	3
238	289	2.78	0	2.224	3.78	2
239	289	-4.44	0.555	1.11	3.28	3
240	290	6.67	0	0	4.06	2
241	290	2.223	0	6.669	3.94	2
242	294	-1.158	0	-5.213	1.11	3
243	298	-19.763	-2.044	9.541	1.22	3
244	298	1.199	0	-9.595	1.22	3
245	301	-2.218	0	-1.109	1.11	3
246	302	0	0	-2.22	1.22	3
247	303	-4.443	0	1.111	1.22	3
248	303	-1.667	0	-2.778	1.22	3
249	304	1.666	0	-7.774	1.22	3
250	304	-3.888	-0.555	-4.443	1.22	3
251	306	-2.78	0.556	-2.78	1.17	3
252	307	-4.999	0	2.222	1.06	3
253	310	-3.891	-0.556	-3.891	1.67	3
254	311	-4.445	0	0.556	1.72	3
255	312	-3.331	0.555	-4.996	1.5	3
256	312	-2.778	0	3.334	1.5	3
257	313	-7.218	0	3.332	1.44	3
258	314	0.555	0	4.999	1	3
259	315	0.555	0	2.222	0.89	3
260	316	4.44	0	0	2.83	3
261	316	3.889	0	3.889	2.61	3
262	317	0.555	-1.665	2.22	1.22	3
263	318	-1.111	0	8.891	2	3
264	319	-0.556	0	-3.334	1.39	3
265	320	-6.107	0.555	-3.886	2.78	3
266	320	-0.555	0.555	4.999	2.5	3
267	321	-3.885	0	-1.11	1.78	3
268	322	-2.221	0	6.109	1.33	3
269	322	4.444	0.556	2.778	1.17	3
270	325	2.777	0	5.554	1.39	3
271	329	-9.444	-0.556	-2.778	1.22	3
272	330	-3.887	0	3.332	1.5	3
273	330	5.002	1.667	9.448	1.56	3
274	331	4.999	0.555	6.665	1.44	3
275	332	3.334	0	5.557	1.44	3
276	332	18.887	1.111	6.666	1.28	3
277	333	1.666	0.555	9.997	2	3
278	333	-8.889	0	11.112	1.56	3
279	334	-3.332	0	14.44	1.72	3
280	334	6.109	0	6.109	1.61	3
281	335	-4.999	0	4.999	1.17	3
282	336	1.111	0	11.115	1.89	3
283	336	17.778	1.667	19.445	1.61	3
284	340	0	0.556	8.893	2.11	3
285	341	-7.222	0	15.555	1.78	3
286	344	5.558	0.556	-4.447	1.06	3
287	346	-9.444	0.556	0	1.5	3
288	347	-3.337	0	2.224	1.72	3
289	348	-5.558	0.556	11.116	5.67	2
290	348	3.891	2.779	2.779	6.06	2
291	351	15.197	0.563	6.754	1.11	3
292	353	1.664	0	-1.109	1	3
293	353	3.335	0.556	1.668	1	3
294	358	-4.997	0	-3.886	1.28	3
295	359	-2.833	0	-8.5	1.11	3
296	360	-0.603	0	-21.101	1	3
297	361	-8.329	0	2.776	1.17	3
298	362	3.33	0	-3.33	1.22	3
299	362	-5.56	0	0	1.22	3
300	363	-2.776	1.11	-6.107	1	3
301	363	-2.78	0	0	1.17	3
302	364	-1.111	0	-4.998	1.33	3
303	365	-5	0	-1.667	1.33	3
304	366	-4.448	0	-4.448	1.22	3
305	367	-15.951	0	10.847	1.22	3
306	369	-5.001	0.556	-3.89	1.11	3
307	370	-16.086	0	4.596	0.89	3
308	371	2.22	0	-2.22	1.67	3
309	371	-9.444	0	0.556	1.5	3
310	372	-4.999	-1.111	-4.444	1.67	3
311	373	-3.337	0	-2.224	1.89	3
312	374	-11.51	-0.575	4.604	1.67	3
313	375	-6.512	0.592	19.536	1.67	3
314	376	6.707	0	9.501	1.11	3
315	376	-4.998	0.555	4.443	1	3
316	377	1.667	0	5	2.89	3
317	378	1.11	1.666	7.218	1.61	3
318	379	-4.447	2.223	4.447	1.78	3
319	380	0	0.555	-4.999	1.83	3
320	380	-4.446	-0.556	6.114	2.72	3
321	381	-4.445	0	-0.556	1.89	3
322	381	1.111	0	4.998	1.61	3
323	383	4.446	0.556	6.114	1.28	3
324	384	7.78	0.556	6.113	1.17	3
325	386	4.444	0.556	8.333	1.72	3
326	387	0.555	0	13.328	1.22	3
327	389	-2.222	-0.555	15.552	1.39	3
328	390	-0.555	0	19.442	1.28	3
329	391	-8.886	0	-2.777	1.83	3
330	391	-1.111	0	6.668	1.89	3
331	392	2.777	1.111	11.663	1.61	3
332	392	3.332	-0.555	6.108	1.61	3
333	395	-4.442	0	8.329	2.06	3
334	396	0.555	0.555	8.885	2	3
335	397	-2.223	0	17.227	2.22	3
336	397	3.886	0	4.997	2.61	3
337	398	1.666	0.555	-9.997	1.78	3
338	398	-14.44	0	-3.332	1.5	3
339	399	-5.56	0	-1.112	1.28	3
340	408	-1.111	-0.556	10.557	3.22	2
341	408	-3.334	0	2.778	3.06	3
342	400	7.775	0.555	7.775	1.33	3
343	401	-3.336	0	1.668	1.33	3
344	404	8.887	0	-7.22	1.22	3
345	404	2.778	0	1.667	1.06	3
346	406	-7.778	0	7.778	2.06	3
347	407	-3.89	0	2.778	2.67	3
348	407	4.444	1.667	9.444	5.11	2
349	409	0.556	0	-6.667	0.89	3
350	409	-13.673	0	-7.406	0.89	3
351	410	3.89	0	2.778	1.17	3
352	411	-2.78	0	2.224	1.22	3
353	412	3.334	-0.556	0	1.11	3
354	415	-4.44	0.555	-1.11	1.11	3
355	416	-12.887	-0.586	-7.615	1.11	3
356	417	-1.11	0	-1.11	0.89	3
357	417	1.11	1.11	-2.221	0.89	3
358	418	-3.89	0	-2.223	1.39	3
359	418	0.556	0	-3.891	1.22	3
360	420	-1.11	0	-3.33	1.06	3
361	422	-6.668	-0.556	3.89	1.28	3
362	422	-2.22	0	-2.22	1.28	3
363	423	-2.222	0	0.555	1.17	3
364	424	0.556	0	-3.334	1.39	3
365	424	-4.44	0	0	1.39	3
366	431	-4.448	0	-3.892	1.11	3
367	431	-2.778	0	3.89	1.11	3
368	432	-2.224	0	-1.668	1.06	3
369	433	-2.778	-1.111	-3.334	1.22	3
370	433	-5	0	2.778	1.11	3
371	439	-3.888	0	-5.554	1.89	3
372	440	-6.669	-2.223	0	1.44	3
373	441	-3.334	0	-2.778	2.44	3
374	441	-2.779	1.112	5.003	2.22	3
375	442	-2.954	1.181	18.903	1.67	3
376	444	0	0	5	1.11	3
377	445	2.778	0	3.334	2	3
378	446	5.041	0	6.931	2	3
379	447	-1.666	0	3.888	1.67	3
380	482	-0.556	0	-3.334	2.56	3
381	482	-1.112	0.556	6.115	2.56	3
382	458	11.109	0	-5.554	1.44	3
383	458	-2.222	0.555	14.996	1.61	3
384	459	1.667	0	10.559	1.22	3
385	461	12.221	0.556	3.333	1.89	3
386	462	4.445	0	5	2.33	3
387	462	9.444	0	20.554	2	3
388	463	6.664	0	7.775	1.17	3
389	464	0	-3.333	9.999	1.67	3
390	465	11.711	0.558	22.307	1.44	3
391	466	-3.334	0	2.778	2.72	3
392	466	4.445	1.111	11.112	2.44	3
393	467	24.673	2.056	6.854	1.33	3
394	468	3.333	0	18.888	1.83	3
395	469	-1.667	-0.556	17.221	2.11	3
396	470	-3.888	0	5.554	2.11	3
397	470	2.223	0	6.669	2.78	3
398	471	-2.22	0.555	-3.33	1.89	3
399	481	-2.224	0	-1.668	3.06	3
400	472	6.111	0.556	6.111	1.5	3
401	472	-2.222	0	11.11	1.5	3
402	474	-12.224	0	-3.334	1.44	3
403	477	2.776	0	8.329	1.5	3
404	478	16.167	-0.557	-4.46	1.22	3
405	478	4.999	0	13.887	1.06	3
406	479	-24.695	0	4.49	2.22	3
407	480	10.094	-0.561	11.776	3.44	2
408	481	-2.868	-0.319	0.956	4.5	2
409	554	0	0	-2.78	0.83	3
410	483	3.334	0	0.556	1.28	3
411	485	-1.11	-0.555	2.775	1.28	3
412	487	3.33	0	3.33	1.22	3
413	489	9.46	-1.183	-11.825	1.11	3
414	489	-7.458	0	-8.031	1.11	3
415	492	-4.44	-0.555	1.11	1.22	3
416	492	-3.888	1.111	-3.333	1.22	3
417	494	-2.22	0	-2.22	0.94	3
418	496	-2.222	-1.666	-4.444	1.39	3
419	497	17.277	0	-10.942	1.11	3
420	498	-7.419	-1.141	-5.707	1.11	3
421	499	-3.333	0	7.776	1.22	3
422	499	-3.337	0	-2.224	1.22	3
423	502	-7.387	-0.568	-2.273	1.22	3
424	504	-6.114	0	-4.447	1.5	3
425	505	-0.557	0	1.67	1.11	3
426	506	-7.218	0	-3.332	1.56	3
427	506	-5.556	-1.111	2.778	1.56	3
428	507	-15.012	0	-8.896	1.33	3
429	507	-22.344	-0.621	5.586	1.33	3
430	509	-2.78	0	-2.224	1	3
431	513	-10.578	0	-2.227	1	3
432	514	-13.433	0	7.592	1.22	3
433	514	-6.11	0	1.111	1.28	3
434	516	-5	-1.111	-8.89	1.44	3
435	517	1.668	0	-2.224	1.44	3
436	517	-18.402	0	-2.968	1.44	3
437	518	-3.89	0	-2.778	1.44	3
438	518	-6.355	-1.271	13.981	1.44	3
439	519	-3.336	0	-4.448	2.28	3
440	519	-6.107	1.11	2.776	2	3
441	520	-4.998	0	1.111	2.78	3
442	520	-1.111	0	4.998	2.22	3
443	521	4.998	2.777	7.22	1.17	3
444	521	-1.666	-2.222	8.886	1.17	3
445	523	2.221	0	5.552	2.11	3
446	524	3.329	0.555	0.555	2.22	3
447	524	0	0	6.11	2.06	3
448	525	-3.89	0	2.223	1.11	3
449	526	-9.267	-0.579	2.317	1	3
450	526	-10.014	0.626	-3.129	1	3
451	527	-4.445	0	2.223	2.06	3
452	528	8.331	0.555	-3.332	1.5	3
453	558	-0.556	0	-3.334	3.11	3
454	529	9.444	0.556	3.333	1.06	3
455	530	9.444	-0.556	-2.778	1.28	3
456	531	5.555	0.555	0.555	1.22	3
457	533	10.553	0	4.443	1.33	3
458	535	9.446	0.556	9.446	1.61	3
459	536	2.223	0	17.227	1.17	3
460	537	8.331	1.111	3.888	2.11	3
461	538	14.442	-1.111	8.332	2.11	3
462	539	6.665	0.555	12.219	2.5	3
463	540	9.442	0.555	14.996	1.22	3
464	541	-3.891	0	-0.556	1.72	3
465	542	3.889	0	3.889	1.61	3
466	542	0	-1.667	5	2.5	3
467	543	4.444	0.556	11.111	1.44	3
468	544	8.334	-2.222	13.89	1.89	3
469	545	-4.999	0	2.222	3.06	3
470	545	3.332	-0.555	11.108	3.22	3
471	559	-3.886	0	-4.997	3.44	2
472	549	1.669	0	1.669	1.56	3
473	550	-9.922	0	4.085	1.89	3
474	551	-19.68	0	0.615	1.56	3
475	552	-3.335	-2.223	-6.113	1.72	3
476	553	-3.33	0.555	-2.775	1.22	3
477	556	-0.556	0	9.444	2	3
478	556	8.335	0.556	11.668	1.72	3
479	557	-10.005	0	-0.556	4.61	2
480	557	3.334	-2.222	5.556	5.22	2
481	559	-2.781	-0.556	-0.556	4.83	2
482	558	-6.111	-1.667	1.667	4.17	2
483	572	13.278	0.577	2.886	1.33	3
484	580	-7.224	-0.556	-4.445	1.22	3
485	580	-0.627	0	9.409	1.33	3
486	592	14.259	0	-4.753	1.44	3
487	596	6.115	-0.556	1.112	1.17	3
488	562	-17.342	-1.196	-13.156	0.89	3
489	562	-3.89	-1.112	-7.781	1	3
490	563	-5.555	0.555	-0.555	1.39	3
491	563	0	0.556	-3.334	1.39	3
492	564	-7.84	0	-4.48	1.33	3
493	565	-2.778	0	-3.334	1.06	3
494	566	-2.954	0	-7.089	1	3
495	567	5.028	-0.559	-2.234	0.89	3
496	567	-1.666	1.666	-4.444	1.17	3
497	569	0	0	-5	1.28	3
498	569	-5.56	0	0	1.28	3
499	571	-8.335	0	1.667	1.11	3
500	570	2.22	0	-2.22	1.11	3
501	570	1.849	0	-22.183	1.11	3
502	576	-4.443	0	1.111	1.17	3
503	573	3.334	0	-5.557	1.06	3
504	578	-3.888	0	-1.666	1.56	3
505	578	0	1.11	2.776	1.33	3
506	579	-5.555	0	-1.667	1.44	3
507	581	-2.78	0	0	1.33	3
508	582	2.222	0	-4.999	0.89	3
509	582	-2.778	0	-1.667	0.89	3
510	584	3.334	0	-5.557	0.89	3
511	584	-3.891	0	-0.556	0.89	3
512	585	10.574	0	-5.009	1	3
513	586	-2.778	0	-3.89	1.17	3
514	586	-3.33	0	0	1.28	3
515	588	2.673	0	9.356	1.11	3
516	590	-3.887	0	-6.108	1.5	3
517	591	-9.219	-1.152	-1.729	1.44	3
518	591	-9.061	-0.566	6.229	1.44	3
519	593	-5.552	0	-2.221	2.39	3
520	594	-6.114	-0.556	4.446	2.22	3
521	595	1.11	1.11	3.885	1.22	3
522	597	-5	0	-4.445	1.39	3
523	598	2.223	0	4.445	2.11	3
524	599	8.394	0	16.788	2.44	3
525	601	-4.444	0	2.777	1.22	3
526	601	-5.001	0	-3.334	1.11	3
527	602	-3.336	0	4.448	2.44	3
528	637	7.22	0	-1.666	2.94	3
