61,151
161,471
194,52
238,31
321,138
381,139
471,539
595,598
635,286
658,1022
668,885
717,987
889,1053
905,1030
966,1205
974,1244
975,1088
1082,924
1090,1088
1194,918
1243,1379
1249,758
1301,1327
1411,1151
1470,1457
1516,1367
